total_runs,mean_n3,std_n3,stderr_n3
40,44.525,38.738861302315016,6.125151783833605
120,44.55,42.05132776342106,3.8387434648448298
280,40.253571428571426,38.68356038923712,2.311784904406546
600,40.068333333333335,38.5694654343159,1.5745918327664523
1240,41.27741935483871,41.23847412525081,1.1710939702863785
2520,41.356746031746034,41.22338624541505,0.8211895102360334
5080,42.488385826771655,42.813791367417025,0.6006919781458727
10200,42.46235294117647,43.35215301382684,0.42925027789389475
