total_runs,mean_n3,std_n3,stderr_n3
40,32.75,31.77243301983655,5.023662757391264
120,40.84166666666667,41.80669719740553,3.8164118516345034
280,42.121428571428574,41.64097704650739,2.4885243543311213
600,40.85666666666667,40.77576227232164,1.6646635240036194
1240,40.99677419354839,41.1914881895713,1.169759659375761
2520,41.093650793650795,41.29853517143952,0.82268651267512
5080,41.23503937007874,42.31006973037271,0.5936245931531645
10200,41.42745098039216,42.26435283963874,0.41847945119667523
