Depth,Nodes,Scheduler,Step,Mean_Variance,CI_Lower,CI_Upper
4,46,serial,13,0.5778544423440453,0.5680723280702021,0.5876365566178884
4,46,serial,14,0.5778544423440453,0.5680723280702021,0.5876365566178884
4,46,serial,15,0.5778544423440453,0.5680723280702021,0.5876365566178884
4,46,serial,16,0.5778544423440453,0.5680723280702021,0.5876365566178884
4,46,serial,17,0.5778544423440453,0.5680723280702021,0.5876365566178884
4,46,serial,18,0.5778544423440453,0.5680723280702021,0.5876365566178884
4,46,serial,19,0.5778544423440453,0.5680723280702021,0.5876365566178884
4,46,serial,20,0.5778544423440453,0.5680723280702021,0.5876365566178884
4,46,partial,1,0.749398865784499,0.7396430017145156,0.7591547298544824
4,46,partial,2,0.6146767485822306,0.6043154062163892,0.6250380909480721
4,46,partial,3,0.6146767485822306,0.6043154062163892,0.6250380909480721
4,46,partial,4,0.6146767485822306,0.6043154062163892,0.6250380909480721
4,46,partial,5,0.6146767485822306,0.6043154062163892,0.6250380909480721
4,46,partial,6,0.6146767485822306,0.6043154062163892,0.6250380909480721
4,46,partial,7,0.6146767485822306,0.6043154062163892,0.6250380909480721
4,46,partial,8,0.6146767485822306,0.6043154062163892,0.6250380909480721
4,46,partial,9,0.6146767485822306,0.6043154062163892,0.6250380909480721
4,46,partial,10,0.6146767485822306,0.6043154062163892,0.6250380909480721
4,46,partial,11,0.6146767485822306,0.6043154062163892,0.6250380909480721
4,46,partial,12,0.6146767485822306,0.6043154062163892,0.6250380909480721
4,46,partial,13,0.6146767485822306,0.6043154062163892,0.6250380909480721
4,46,partial,14,0.6146767485822306,0.6043154062163892,0.6250380909480721
4,46,partial,15,0.6146767485822306,0.6043154062163892,0.6250380909480721
4,46,partial,16,0.6146767485822306,0.6043154062163892,0.6250380909480721
4,46,partial,17,0.6146767485822306,0.6043154062163892,0.6250380909480721
4,46,partial,18,0.6146767485822306,0.6043154062163892,0.6250380909480721
4,46,partial,19,0.6146767485822306,0.6043154062163892,0.6250380909480721
4,46,partial,20,0.6146767485822306,0.6043154062163892,0.6250380909480721
5,94,parallel,1,0.7531901312811226,0.7468607969777189,0.7595194655845262
5,94,parallel,2,0.648341330918968,0.6410333251492473,0.6556493366886886
5,94,parallel,3,0.648341330918968,0.6410333251492473,0.6556493366886886
5,94,parallel,4,0.648341330918968,0.6410333251492473,0.6556493366886886
5,94,parallel,5,0.648341330918968,0.6410333251492473,0.6556493366886886
5,94,parallel,6,0.648341330918968,0.6410333251492473,0.6556493366886886
5,94,parallel,7,0.648341330918968,0.6410333251492473,0.6556493366886886
5,94,parallel,8,0.648341330918968,0.6410333251492473,0.6556493366886886
5,94,parallel,9,0.648341330918968,0.6410333251492473,0.6556493366886886
5,94,parallel,10,0.648341330918968,0.6410333251492473,0.6556493366886886
5,94,parallel,11,0.648341330918968,0.6410333251492473,0.6556493366886886
5,94,parallel,12,0.648341330918968,0.6410333251492473,0.6556493366886886
5,94,parallel,13,0.648341330918968,0.6410333251492473,0.6556493366886886
5,94,parallel,14,0.648341330918968,0.6410333251492473,0.6556493366886886
5,94,parallel,15,0.648341330918968,0.6410333251492473,0.6556493366886886
5,94,parallel,16,0.648341330918968,0.6410333251492473,0.6556493366886886
5,94,parallel,17,0.648341330918968,0.6410333251492473,0.6556493366886886
5,94,parallel,18,0.648341330918968,0.6410333251492473,0.6556493366886886
5,94,parallel,19,0.648341330918968,0.6410333251492473,0.6556493366886886
5,94,parallel,20,0.648341330918968,0.6410333251492473,0.6556493366886886
5,94,serial,1,0.7187741059302852,0.7120850097661717,0.7254632020943987
5,94,serial,2,0.5826002716161159,0.5752170568002485,0.5899834864319834
5,94,serial,3,0.5826002716161159,0.5752170568002485,0.5899834864319834
5,94,serial,4,0.5826002716161159,0.5752170568002485,0.5899834864319834
5,94,serial,5,0.5826002716161159,0.5752170568002485,0.5899834864319834
5,94,serial,6,0.5826002716161159,0.5752170568002485,0.5899834864319834
5,94,serial,7,0.5826002716161159,0.5752170568002485,0.5899834864319834
5,94,serial,8,0.5826002716161159,0.5752170568002485,0.5899834864319834
5,94,serial,9,0.5826002716161159,0.5752170568002485,0.5899834864319834
5,94,serial,10,0.5826002716161159,0.5752170568002485,0.5899834864319834
5,94,serial,11,0.5826002716161159,0.5752170568002485,0.5899834864319834
5,94,serial,12,0.5826002716161159,0.5752170568002485,0.5899834864319834
5,94,serial,13,0.5826002716161159,0.5752170568002485,0.5899834864319834
5,94,serial,14,0.5826002716161159,0.5752170568002485,0.5899834864319834
5,94,serial,15,0.5826002716161159,0.5752170568002485,0.5899834864319834
5,94,serial,16,0.5826002716161159,0.5752170568002485,0.5899834864319834
5,94,serial,17,0.5826002716161159,0.5752170568002485,0.5899834864319834
5,94,serial,18,0.5826002716161159,0.5752170568002485,0.5899834864319834
5,94,serial,19,0.5826002716161159,0.5752170568002485,0.5899834864319834
5,94,serial,20,0.5826002716161159,0.5752170568002485,0.5899834864319834
5,94,partial,1,0.737896785875962,0.7314603711239632,0.7443332006279607
5,94,partial,2,0.6210185604345859,0.6139353234332363,0.6281017974359355
5,94,partial,3,0.6210185604345859,0.6139353234332363,0.6281017974359355
5,94,partial,4,0.6210185604345859,0.6139353234332363,0.6281017974359355
5,94,partial,5,0.6210185604345859,0.6139353234332363,0.6281017974359355
5,94,partial,6,0.6210185604345859,0.6139353234332363,0.6281017974359355
5,94,partial,7,0.6210185604345859,0.6139353234332363,0.6281017974359355
5,94,partial,8,0.6210185604345859,0.6139353234332363,0.6281017974359355
5,94,partial,9,0.6210185604345859,0.6139353234332363,0.6281017974359355
5,94,partial,10,0.6210185604345859,0.6139353234332363,0.6281017974359355
5,94,partial,11,0.6210185604345859,0.6139353234332363,0.6281017974359355
5,94,partial,12,0.6210185604345859,0.6139353234332363,0.6281017974359355
5,94,partial,13,0.6210185604345859,0.6139353234332363,0.6281017974359355
5,94,partial,14,0.6210185604345859,0.6139353234332363,0.6281017974359355
5,94,partial,15,0.6210185604345859,0.6139353234332363,0.6281017974359355
5,94,partial,16,0.6210185604345859,0.6139353234332363,0.6281017974359355
5,94,partial,17,0.6210185604345859,0.6139353234332363,0.6281017974359355
5,94,partial,18,0.6210185604345859,0.6139353234332363,0.6281017974359355
5,94,partial,19,0.6210185604345859,0.6139353234332363,0.6281017974359355
5,94,partial,20,0.6210185604345859,0.6139353234332363,0.6281017974359355
6,190,parallel,1,0.7505516897506925,0.7459107393261893,0.7551926401751957
6,190,parallel,2,0.6528657063711912,0.6474370550691394,0.6582943576732431
6,190,parallel,3,0.6528657063711912,0.6474370550691394,0.6582943576732431
6,190,parallel,4,0.6528657063711912,0.6474370550691394,0.6582943576732431
6,190,parallel,5,0.6528657063711912,0.6474370550691394,0.6582943576732431
6,190,parallel,6,0.6528657063711912,0.6474370550691394,0.6582943576732431
6,190,parallel,7,0.6528657063711912,0.6474370550691394,0.6582943576732431
6,190,parallel,8,0.6528657063711912,0.6474370550691394,0.6582943576732431
6,190,parallel,9,0.6528657063711912,0.6474370550691394,0.6582943576732431
6,190,parallel,10,0.6528657063711912,0.6474370550691394,0.6582943576732431
6,190,parallel,11,0.6528657063711912,0.6474370550691394,0.6582943576732431
6,190,parallel,12,0.6528657063711912,0.6474370550691394,0.6582943576732431
6,190,parallel,13,0.6528657063711912,0.6474370550691394,0.6582943576732431
6,190,parallel,14,0.6528657063711912,0.6474370550691394,0.6582943576732431
6,190,parallel,15,0.6528657063711912,0.6474370550691394,0.6582943576732431
6,190,parallel,16,0.6528657063711912,0.6474370550691394,0.6582943576732431
6,190,parallel,17,0.6528657063711912,0.6474370550691394,0.6582943576732431
6,190,parallel,18,0.6528657063711912,0.6474370550691394,0.6582943576732431
6,190,parallel,19,0.6528657063711912,0.6474370550691394,0.6582943576732431
6,190,parallel,20,0.6528657063711912,0.6474370550691394,0.6582943576732431
6,190,serial,1,0.7119168975069253,0.7072202851485595,0.7166135098652912
6,190,serial,2,0.5824642659279778,0.5771158508624177,0.587812680993538
6,190,serial,3,0.5824642659279778,0.5771158508624177,0.587812680993538
6,190,serial,4,0.5824642659279778,0.5771158508624177,0.587812680993538
6,190,serial,5,0.5824642659279778,0.5771158508624177,0.587812680993538
6,190,serial,6,0.5824642659279778,0.5771158508624177,0.587812680993538
6,190,serial,7,0.5824642659279778,0.5771158508624177,0.587812680993538
6,190,serial,8,0.5824642659279778,0.5771158508624177,0.587812680993538
6,190,serial,9,0.5824642659279778,0.5771158508624177,0.587812680993538
6,190,serial,10,0.5824642659279778,0.5771158508624177,0.587812680993538
6,190,serial,11,0.5824642659279778,0.5771158508624177,0.587812680993538
6,190,serial,12,0.5824642659279778,0.5771158508624177,0.587812680993538
6,190,serial,13,0.5824642659279778,0.5771158508624177,0.587812680993538
6,190,serial,14,0.5824642659279778,0.5771158508624177,0.587812680993538
6,190,serial,15,0.5824642659279778,0.5771158508624177,0.587812680993538
6,190,serial,16,0.5824642659279778,0.5771158508624177,0.587812680993538
6,190,serial,17,0.5824642659279778,0.5771158508624177,0.587812680993538
6,190,serial,18,0.5824642659279778,0.5771158508624177,0.587812680993538
6,190,serial,19,0.5824642659279778,0.5771158508624177,0.587812680993538
6,190,serial,20,0.5824642659279778,0.5771158508624177,0.587812680993538
6,190,partial,1,0.7334623822714682,0.728783302470351,0.7381414620725855
6,190,partial,2,0.6144386703601108,0.6092575957259685,0.6196197449942531
6,190,partial,3,0.6144386703601108,0.6092575957259685,0.6196197449942531
6,190,partial,4,0.6144386703601108,0.6092575957259685,0.6196197449942531
6,190,partial,5,0.6144386703601108,0.6092575957259685,0.6196197449942531
6,190,partial,6,0.6144386703601108,0.6092575957259685,0.6196197449942531
6,190,partial,7,0.6144386703601108,0.6092575957259685,0.6196197449942531
6,190,partial,8,0.6144386703601108,0.6092575957259685,0.6196197449942531
6,190,partial,9,0.6144386703601108,0.6092575957259685,0.6196197449942531
6,190,partial,10,0.6144386703601108,0.6092575957259685,0.6196197449942531
6,190,partial,11,0.6144386703601108,0.6092575957259685,0.6196197449942531
6,190,partial,12,0.6144386703601108,0.6092575957259685,0.6196197449942531
6,190,partial,13,0.6144386703601108,0.6092575957259685,0.6196197449942531
6,190,partial,14,0.6144386703601108,0.6092575957259685,0.6196197449942531
6,190,partial,15,0.6144386703601108,0.6092575957259685,0.6196197449942531
6,190,partial,16,0.6144386703601108,0.6092575957259685,0.6196197449942531
6,190,partial,17,0.6144386703601108,0.6092575957259685,0.6196197449942531
6,190,partial,18,0.6144386703601108,0.6092575957259685,0.6196197449942531
6,190,partial,19,0.6144386703601108,0.6092575957259685,0.6196197449942531
6,190,partial,20,0.6144386703601108,0.6092575957259685,0.6196197449942531
7,382,parallel,1,0.7517495408568844,0.7485401382939291,0.7549589434198397
7,382,parallel,2,0.6588367095200243,0.6550661371836702,0.6626072818563783
7,382,parallel,3,0.6588367095200243,0.6550661371836702,0.6626072818563783
7,382,parallel,4,0.6588367095200243,0.6550661371836702,0.6626072818563783
7,382,parallel,5,0.6588367095200243,0.6550661371836702,0.6626072818563783
7,382,parallel,6,0.6588367095200243,0.6550661371836702,0.6626072818563783
7,382,parallel,7,0.6588367095200243,0.6550661371836702,0.6626072818563783
7,382,parallel,8,0.6588367095200243,0.6550661371836702,0.6626072818563783
7,382,parallel,9,0.6588367095200243,0.6550661371836702,0.6626072818563783
7,382,parallel,10,0.6588367095200243,0.6550661371836702,0.6626072818563783
7,382,parallel,11,0.6588367095200243,0.6550661371836702,0.6626072818563783
7,382,parallel,12,0.6588367095200243,0.6550661371836702,0.6626072818563783
7,382,parallel,13,0.6588367095200243,0.6550661371836702,0.6626072818563783
7,382,parallel,14,0.6588367095200243,0.6550661371836702,0.6626072818563783
7,382,parallel,15,0.6588367095200243,0.6550661371836702,0.6626072818563783
7,382,parallel,16,0.6588367095200243,0.6550661371836702,0.6626072818563783
7,382,parallel,17,0.6588367095200243,0.6550661371836702,0.6626072818563783
7,382,parallel,18,0.6588367095200243,0.6550661371836702,0.6626072818563783
7,382,parallel,19,0.6588367095200243,0.6550661371836702,0.6626072818563783
7,382,parallel,20,0.6588367095200243,0.6550661371836702,0.6626072818563783
7,382,serial,1,0.7134270716263261,0.7102179422685118,0.7166362009841405
7,382,serial,2,0.5873571448151093,0.5837694255332562,0.5909448640969623
7,382,serial,3,0.5873571448151093,0.5837694255332562,0.5909448640969623
7,382,serial,4,0.5873571448151093,0.5837694255332562,0.5909448640969623
7,382,serial,5,0.5873571448151093,0.5837694255332562,0.5909448640969623
7,382,serial,6,0.5873571448151093,0.5837694255332562,0.5909448640969623
7,382,serial,7,0.5873571448151093,0.5837694255332562,0.5909448640969623
7,382,serial,8,0.5873571448151093,0.5837694255332562,0.5909448640969623
7,382,serial,9,0.5873571448151093,0.5837694255332562,0.5909448640969623
7,382,serial,10,0.5873571448151093,0.5837694255332562,0.5909448640969623
7,382,serial,11,0.5873571448151093,0.5837694255332562,0.5909448640969623
7,382,serial,12,0.5873571448151093,0.5837694255332562,0.5909448640969623
7,382,serial,13,0.5873571448151093,0.5837694255332562,0.5909448640969623
7,382,serial,14,0.5873571448151093,0.5837694255332562,0.5909448640969623
7,382,serial,15,0.5873571448151093,0.5837694255332562,0.5909448640969623
7,382,serial,16,0.5873571448151093,0.5837694255332562,0.5909448640969623
7,382,serial,17,0.5873571448151093,0.5837694255332562,0.5909448640969623
7,382,serial,18,0.5873571448151093,0.5837694255332562,0.5909448640969623
7,382,serial,19,0.5873571448151093,0.5837694255332562,0.5909448640969623
7,382,serial,20,0.5873571448151093,0.5837694255332562,0.5909448640969623
7,382,partial,1,0.731883035004523,0.7287579230726134,0.7350081469364326
7,382,partial,2,0.6162779254954635,0.6127449780081664,0.6198108729827605
7,382,partial,3,0.6162779254954635,0.6127449780081664,0.6198108729827605
7,382,partial,4,0.6162779254954635,0.6127449780081664,0.6198108729827605
7,382,partial,5,0.6162779254954635,0.6127449780081664,0.6198108729827605
7,382,partial,6,0.6162779254954635,0.6127449780081664,0.6198108729827605
7,382,partial,7,0.6162779254954635,0.6127449780081664,0.6198108729827605
7,382,partial,8,0.6162779254954635,0.6127449780081664,0.6198108729827605
7,382,partial,9,0.6162779254954635,0.6127449780081664,0.6198108729827605
7,382,partial,10,0.6162779254954635,0.6127449780081664,0.6198108729827605
7,382,partial,11,0.6162779254954635,0.6127449780081664,0.6198108729827605
7,382,partial,12,0.6162779254954635,0.6127449780081664,0.6198108729827605
7,382,partial,13,0.6162779254954635,0.6127449780081664,0.6198108729827605
7,382,partial,14,0.6162779254954635,0.6127449780081664,0.6198108729827605
7,382,partial,15,0.6162779254954635,0.6127449780081664,0.6198108729827605
7,382,partial,16,0.6162779254954635,0.6127449780081664,0.6198108729827605
7,382,partial,17,0.6162779254954635,0.6127449780081664,0.6198108729827605
7,382,partial,18,0.6162779254954635,0.6127449780081664,0.6198108729827605
7,382,partial,19,0.6162779254954635,0.6127449780081664,0.6198108729827605
7,382,partial,20,0.6162779254954635,0.6127449780081664,0.6198108729827605
