Run_ID,Final_N3
1,1
2,46
3,15
4,6
5,12
6,9
7,15
8,28
9,2
10,152
11,26
12,51
13,61
14,35
15,66
16,37
17,54
18,85
19,14
20,1
21,22
22,51
23,17
24,68
25,25
26,37
27,180
28,172
29,214
30,73
31,83
32,65
33,5
34,139
35,29
36,12
37,117
38,1
39,8
40,43
41,8
42,3
43,63
44,1
45,54
46,95
47,99
48,43
49,26
50,30
51,37
52,71
53,9
54,44
55,54
56,41
57,5
58,105
59,45
60,93
61,61
62,10
63,110
64,63
65,7
66,13
67,18
68,22
69,78
70,168
71,36
72,1
73,1
74,71
75,56
76,62
77,50
78,120
79,26
80,43
81,42
82,36
83,102
84,15
85,16
86,73
87,60
88,4
89,10
90,175
91,18
92,60
93,1
94,23
95,52
96,17
97,31
98,23
99,36
100,8
101,44
102,1
103,8
104,169
105,54
106,1
107,1
108,9
109,3
110,16
111,43
112,23
113,78
114,39
115,41
116,109
117,11
118,131
119,2
120,32
121,6
122,42
123,1
124,35
125,62
126,124
127,99
128,5
129,139
130,2
131,76
132,72
133,56
134,30
135,14
136,29
137,30
138,39
139,72
140,1
141,74
142,20
143,38
144,55
145,15
146,21
147,28
148,4
149,18
150,27
151,29
152,26
153,20
154,38
155,10
156,57
157,60
158,45
159,60
160,42
161,1
162,53
163,6
164,105
165,73
166,190
167,43
168,20
169,100
170,33
171,59
172,7
173,7
174,20
175,14
176,38
177,1
178,130
179,131
180,32
181,10
182,19
183,1
184,78
185,97
186,45
187,72
188,25
189,28
190,74
191,18
192,23
193,16
194,45
195,7
196,30
197,29
198,1
199,22
200,28
201,8
202,25
203,120
204,64
205,94
206,49
207,61
208,47
209,1
210,4
211,3
212,176
213,36
214,66
215,45
216,66
217,102
218,69
219,74
220,10
221,62
222,62
223,7
224,40
225,73
226,67
227,122
228,14
229,152
230,64
231,86
232,13
233,10
234,10
235,62
236,12
237,79
238,46
239,70
240,67
241,206
242,135
243,59
244,14
245,1
246,1
247,31
248,77
249,4
250,72
251,99
252,72
253,2
254,10
255,22
256,136
257,130
258,43
259,5
260,1
261,1
262,159
263,216
264,5
265,52
266,70
267,8
268,34
269,4
270,36
271,80
272,89
273,14
274,41
275,42
276,30
277,6
278,16
279,9
280,1
281,1
282,9
283,8
284,1
285,132
286,31
287,23
288,159
289,62
290,5
291,58
292,70
293,1
294,4
295,15
296,3
297,60
298,51
299,5
300,1
301,13
302,19
303,21
304,26
305,44
306,137
307,76
308,43
309,67
310,5
311,10
312,14
313,58
314,32
315,74
316,84
317,18
318,107
319,17
320,94
321,29
322,6
323,16
324,77
325,88
326,46
327,96
328,34
329,32
330,20
331,44
332,65
333,39
334,42
335,41
336,51
337,64
338,17
339,6
340,24
341,37
342,44
343,66
344,86
345,71
346,102
347,26
348,4
349,42
350,13
351,4
352,77
353,115
354,31
355,35
356,26
357,33
358,25
359,13
360,20
361,13
362,24
363,3
364,28
365,5
366,47
367,5
368,26
369,62
370,17
371,9
372,5
373,22
374,28
375,46
376,40
377,26
378,26
379,9
380,47
381,26
382,29
383,35
384,19
385,6
386,3
387,68
388,20
389,17
390,6
391,14
392,20
393,5
394,200
395,66
396,47
397,93
398,52
399,1
400,8
401,1
402,7
403,15
404,117
405,21
406,35
407,69
408,68
409,25
410,15
411,10
412,29
413,23
414,39
415,1
416,1
417,55
418,22
419,1
420,45
421,71
422,9
423,1
424,83
425,82
426,15
427,24
428,42
429,11
430,5
431,3
432,39
433,25
434,24
435,37
436,11
437,14
438,40
439,91
440,6
441,84
442,41
443,11
444,6
445,7
446,7
447,1
448,23
449,90
450,15
451,74
452,18
453,19
454,19
455,43
456,33
457,8
458,17
459,29
460,1
461,53
462,10
463,15
464,22
465,21
466,6
467,25
468,35
469,109
470,150
471,52
472,71
473,37
474,54
475,46
476,40
477,122
478,100
479,2
480,16
481,16
482,1
483,55
484,18
485,61
486,21
487,14
488,55
489,24
490,129
491,7
492,26
493,53
494,14
495,6
496,12
497,14
498,4
499,10
500,24
501,51
502,1
503,23
504,42
505,20
506,30
507,15
508,111
509,176
510,13
511,5
512,1
513,6
514,87
515,1
516,88
517,69
518,22
519,16
520,51
521,21
522,12
523,93
524,8
525,16
526,93
527,24
528,29
529,39
530,11
531,3
532,19
533,53
534,36
535,10
536,20
537,14
538,33
539,61
540,107
541,63
542,19
543,60
544,76
545,3
546,61
547,31
548,68
549,48
550,55
551,10
552,48
553,1
554,18
555,1
556,245
557,20
558,3
559,33
560,39
561,5
562,1
563,54
564,19
565,1
566,12
567,80
568,26
569,1
570,19
571,33
572,7
573,11
574,30
575,41
576,26
577,1
578,25
579,6
580,1
581,44
582,86
583,36
584,54
585,79
586,40
587,48
588,63
589,33
590,69
591,171
592,62
593,20
594,5
595,59
596,104
597,17
598,35
599,4
600,27
601,82
602,42
603,129
604,84
605,79
606,6
607,45
608,5
609,31
610,77
611,6
612,28
613,27
614,47
615,23
616,1
617,5
618,155
619,65
620,51
621,79
622,46
623,19
624,1
625,72
626,35
627,17
628,67
